iwm_qty,spy_qty,qqq_qty,dia_qty,gld_qty,pdbc_qty,tlt_qty
0.39628083213896903,0.1869125653579646,0.2222913802731296,0.24417524006889324,0.5304461416783943,6.32365444218731,0.6187803056939181
0.018496910027614062,0.009943544996465626,0.01207095894065955,0.012357085636366777,0.025752106369369386,0.21167161945318333,0.02968717524005578
0.15748303771174216,0.08465952796056246,0.10277237004617615,0.10520845808159002,0.21925391497659352,1.8021761245032708,0.25275716489430666
0.10981496110113705,0.06133147175160438,0.07570015542273008,0.07412882514740418,0.1516853972593526,1.4015972069366558,0.17867792147121764
12.532403375156218,6.99932628374028,8.639122336399478,8.459797546329725,17.31077956512921,159.95435768214824,20.391245087720563
0.09594373113322036,0.0556753445957024,0.06702926618705307,0.06872841424535306,0.13427846321992287,1.2595819317587849,0.1537643582546524
6.4227891934271995,3.7270908415380304,4.487159728151271,4.6009062924966635,8.98904235109857,84.3205608535618,10.293492309163451
0.09168605452751186,0.05132498587599836,0.059890823136908175,0.06393616549375436,0.11083051411076761,1.2023661670070243,0.1270394736842105
15.056265090975666,8.428354749497194,9.83499741932345,10.499305063733562,18.200080799857282,197.44708004035598,20.861842105263158
0.08501291989664082,0.04460532991363904,0.05318289137060245,0.05441254168255703,0.0902210269006766,1.0815253095820567,0.10441793005616423
0.582687338501292,0.30572954089743476,0.36452103355838456,0.3729491838728453,0.6183842421307774,7.412886240448444,0.7156912835156546
1.4477002583979328,0.7595921622314713,0.9056609945074081,0.9266009301844803,1.536390046546294,18.417488448220155,1.778151656330291
16.387596899224807,8.598389128033398,10.25185097484379,10.488885694552483,17.391542632343192,208.48126180454116,20.128222261890382
0.0677613585483922,0.0338232893601272,0.0407961522065509,0.041482374677404746,0.07274650683283189,0.8573407451353527,0.0786031746031746
17.35632212899448,8.663461273098815,10.449482927865338,10.625251219874833,18.63321269522697,219.59834433151886,20.133333333333333
0.05666794753530713,0.026741367878762225,0.03270612504881761,0.032800890043085104,0.04963183530011124,0.6569940681313752,0.05568167422148953
20.35040335611086,9.60327038998358,11.745313989784897,11.779345676854232,17.823618316721713,235.9375073663183,19.996216189846354
0.028387437297383366,0.012817469411570512,0.015305580159433127,0.015531745784440184,0.024174594704952482,0.32023721818357914,0.026444661997180825
20.837167516204318,9.408378588909743,11.234720992028343,11.400732843161995,17.744824029954703,235.06301362502995,19.41111647987509
20.164110836593334,8.990357189810592,10.569484722845313,11.053383679869242,17.130504986338003,222.4561403508772,19.345782913415544
7.379109512877513,3.4472108460385105,4.077133640321202,4.504732949808527,9.741505475824052,104.49066502910611,10.901115097047477
20.108160764917198,11.230374090780142,13.86141633076364,13.573690856254432,27.77503468741666,256.64574008986625,32.71762184367147
10.226920533886835,5.934596436388379,7.144843864659599,7.325960983644825,14.313130795964115,134.26249083569897,16.390188855913156
24.14890074194331,13.518326160814484,15.774455021973848,16.83994498711728,29.191299573659457,316.68743269796613,33.46052631578947
26.28423772609819,13.791046075426635,16.4430507909352,16.82323325212675,27.894476766981228,334.3852720081666,32.283865791225004
27.837986234016377,13.895415968142723,16.760034743337467,17.041951341622013,29.886004341824147,352.216076717157,32.29206349206349
32.6402243674487,15.402785620768366,18.838431709885207,18.89301548801029,28.58748746731209,378.4226308625339,32.07213987434833
33.42095048483606,15.09019662667769,18.019486271036314,18.285754411958976,28.46110848828433,377.0200212226119,31.13369234205131
32.345269275734104,14.421440476399638,16.9545204465831,17.73074322149372,27.479059260419163,356.8421052631579,31.03258867972178
